entry_order,unique_ID,article_citation,last_name,pub_year,pub_name,search_where,doi,data_type,continent,spatial_scale,study_system,page_no,input_where_did_they_cite_data,input_data_name,input_data_form,input_how_to_access,input_citation_for_data,input_link_to_data,synthSourceCount,gt1ExceptionRule,input_storage_location,input_what_repository,input_data_distance,input_DOI_to_data,input_available_on_data_one,output_storage_location,output_what_repository,output_data_distance,output_DOI_to_data,notes
442,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),September benthic surveys,thesis,thesis,"S. Alizier. Echelles spatio-temporelles d’observation des relations macrobenthos/ sédiments: organisation et changements à long-terme (1988-2009) des communautés benthiques subtidales de la partie orientale de la baie de Seine (Ph.D. thesis). Université de Lille 1, France (2011)",NA,1,unique,thesis,NA,2,NA,,gov_repo,unknown,3,NA,
443,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),September benthic surveys,article,article,"J. Jourde, S. Alizier, C. Dancie, J.C. Dauvin’, N. Desroy, S. Dubut, F. Gentil, J. Grall, C. Hanin, J. Lanshere, E. Thiébaut. First and repeated records of the tropical-temperate crab Asthenognathus atlanticus Monod, 1932 (Decapoda: Brachyura) in the eastern part of the Bay of Seine (eastern English Channel, France). Cah. Biol. Mar., 53 (2012), pp. 525-532",NA,1,unique,article,NA,2,NA,,gov_repo,unknown,3,NA,
444,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),benthic dredging and deposition data,thesis,thesis,"S. Marmin. Impacts biosédimentaires des expérimentations de clapage en baie de Seine sur la communauté des sables moyens propres à Nephtys cirrosa (Ph.D. thesis). University of Caen, France (2013)",NA,1,unique,thesis,NA,2,NA,,gov_repo,unknown,3,NA,
445,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),benthic dredging and deposition data,article,article,"S. Marmin, J.C. Dauvin, P. Lesueur. Collaborative Approach for the Management of Harbour-Dredged Sediment in the Bay of Seine (France). Ocean Coast. Manag., 102 (2014), pp. 328-339",NA,1,unique,article,NA,2,NA,,gov_repo,unknown,3,NA,
446,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),benthic data from construction ,article,article,"J.C. Dauvin, N. Desroy, A.L. Janson, C. Vallet, S. Duhamel. Recent changes of estuarine benthic and suprabenthic communities in response to harbour infrastructural development. Mar. Pollut. Bull., 53 (2006), pp. 80-90",NA,1,unique,article,NA,2,NA,,gov_repo,unknown,3,NA,
447,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),benthic data from construction ,article,article,"P. Marchal, M. Desprez, Y. Vermard, A. Tidd. How do demersal fishing fleets interact with aggregate extraction in a congested sea? Estuar. Coast. Shelf Sci., 149 (2014), pp. 168-177",NA,1,unique,article,NA,2,NA,,gov_repo,unknown,3,NA,
448,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),long-term harbor survey data,report,report,"C. Dancie, S. Duhamel, C. Hanin. Evaluation du peuplement benthique et halieutique d’une potentielle zone d’immersion de sédiments de dragage au niveau d’Octeville. Année 2014. Technical report. Rapport CSLN / GPMR (2014), p. 100",NA,1,unique,report,NA,2,NA,,gov_repo,unknown,3,NA,
449,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),long-term harbor survey data,report,report,"Suivi des sédiments et des peuplements benthiques du site d’immersion d’Octeville, de l’estuaire de la Seine et de la Réserve Naturelle de l’Estuaire de la Seine. Rapport Scientifique des trois sites - Automne 2014. Technical report. Rapport CSLN / GPMH (2015), p. 65",NA,1,unique,report,NA,2,NA,,gov_repo,unknown,3,NA,
450,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),long-term harbor survey data,report,report,"B. Chouquet. Suivi des sédiments et des peuplements benthiques dans l’estuaire de la Seine: rapport de synthèse annuelle, année 2014. Technical report. Rapport CSLN/GPMH (2015), p. 94",NA,2,unique,report,NA,2,NA,,gov_repo,unknown,3,NA,
451,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),long-term harbor survey data,report,report,"B. Chouquet. Suivi des sédiments et des peuplements benthiques dans l’estuaire de la Seine: rapport de synthèse annuelle, année 2014. Technical report. Rapport CSLN/GPMH (2015), p. 94",NA,2,?,report,NA,2,NA,,gov_repo,unknown,3,NA,
452,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),long-term harbor survey data,report,report,"B. Chouquet. Évaluation des peuplements benthiques de la zone d’immersion du Kannik. Rapport de synthèse pluriannuel sur périmètre élargi, année 2015. Technical report. Rapport CSLN/GPMR (2016)",NA,1,unique,report,NA,2,NA,,gov_repo,unknown,3,NA,
453,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),intertidal and subtidel surveys,report,report,"N. Desroy, L. Guérin, P. Le Mao. Contrôle de surveillance benthique de la Directive Cadre sur l’Eau (2000/60/CE): Année 2007 - District Seine-Normandie. IFREMER Report (2008), p. 27",NA,1,unique,report,NA,2,NA,,gov_repo,unknown,3,NA,
454,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),intertidal and subtidel surveys,report,report,"T. Nebout, N. Desroy, P. Le Mao. Contrôle de surveillance benthique de la Directive Cadre sur l’Eau (2000/60/CE): Année 2008 - District Seine-Normandie. IFREMER Report (2009), p. 126",NA,3,unique,report,NA,2,NA,,gov_repo,unknown,3,NA,
455,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),intertidal and subtidel surveys,report,report,"T. Nebout, N. Desroy, P. Le Mao. Contrôle de surveillance benthique de la Directive Cadre sur l’Eau (2000/60/CE): Année 2010 - District Seine-Normandie. IFREMER Report (2011), p. 75",NA,3,unique,report,NA,2,NA,,gov_repo,unknown,3,NA,
456,baffreau_2017_regionalstudiesinmarinescience,"Baffreau, A., et al. (2017). Mapping benthic communities: An indispensable tool for the preservation and management of the eco-socio-system in the Bay of Seine. Regional Studies in Marine Science.",Baffreau,2017,Regional Studies in Marine Science.,WOS,10.1016/j.rsma.2016.12.005,secondary,europe,regional,marine,164,methods (data),intertidal and subtidel surveys,report,report,"T. Nebout, N. Desroy, P. Le Mao. Contrôle de surveillance benthique de la Directive Cadre sur l’Eau (2000/60/CE): Année 2011 - District Seine-Normandie. IFREMER Report (2012), p. 60",NA,3,unique,report,NA,2,NA,,gov_repo,unknown,3,NA,
458,lundin_2016_agricultureecosystemsandenvironment,"Lundin, O., et al. (2016). Historical change and drivers of insect pest abundances in red clover seed production. Agriculture, Ecosystems & Environment. 233:318-324.",Lundin,2016,"Agriculture, Ecosystems & Environment",WOS,10.1016/j.agee.2016.09.025,secondary,europe,regional,agricultural,319,methods (general),Swedish Reporting System for Terrestrial and Limnic Evertebrates,database,link (working),NA,www.artportalen.se,1,unique,gov_repo,Swedish government,2,NA,,NA,NA,NA,NA,
459,lundin_2016_agricultureecosystemsandenvironment,"Lundin, O., et al. (2016). Historical change and drivers of insect pest abundances in red clover seed production. Agriculture, Ecosystems & Environment. 233:318-324.",Lundin,2016,"Agriculture, Ecosystems & Environment",WOS,10.1016/j.agee.2016.09.025,secondary,europe,regional,agricultural,319,methods (general),temperature and precipitation,database,link (broken),"SMHI. Regional Climate Data. Swedish Meteorological and Hydrological Institute, Norrköping, Sweden (2013). ",http://www.smhi.se/klimatdata/klimatscenarier/klimatanalyser,1,unique,gov_repo,Swedish government,2,NA,,NA,NA,NA,NA,
460,lundin_2016_agricultureecosystemsandenvironment,"Lundin, O., et al. (2016). Historical change and drivers of insect pest abundances in red clover seed production. Agriculture, Ecosystems & Environment. 233:318-324.",Lundin,2016,"Agriculture, Ecosystems & Environment",WOS,10.1016/j.agee.2016.09.025,secondary,europe,regional,agricultural,319,methods (general),Integrated Administration and Control System land-use data,spatial,not provided,NA [Swedish Board of Agriculture],NA,1,unique,gov_repo,European Commission,3,NA,,NA,NA,NA,NA,"I was able to search and find this database. Paper cites the following paper for an approach with this source: C. Thies, I. Roschewitz, T. Tscharntke. The landscape context of cereal aphid-parasitoid interactions. Proc. R. Soc. B, 272 (2005), pp. 203-210"
461,schlaepfer_2016_naturecommunications,"Schlaepfer, D.R., et al. (2017). Climate change reduces extent of temperate drylands and intensifies drought in deep soils. Nature Communications. ",Schlaepfer,2017,Nature Communications,WOS,10.1038/ncomms14196,secondary,global,global,terrestrial,6,methods (data),NCEP/CFSR current climate normals,article,article,"Saha, S. et al. The NCEP climate forecast system reanalysis. Bull. Am. Meteor. Soc. 91, 1015–1057 (2010).",NA,1,unique,NA,NA,3,NA,,gov_repo,USGS,1,https://doi.org/10.5066/F7930RB1,easily searched for and found online
462,schlaepfer_2016_naturecommunications,"Schlaepfer, D.R., et al. (2017). Climate change reduces extent of temperate drylands and intensifies drought in deep soils. Nature Communications. ",Schlaepfer,2017,Nature Communications,WOS,10.1038/ncomms14196,secondary,global,global,terrestrial,6,methods (data),Climate Model Intercomparison Project (CMIP5) GCM climate projections,spatial,link (working),"Maurer, E. P., Brekke, L., Pruitt, T. & Duffy, P. B. Fine-resolution climate projections enhance regional climate change impact studies. Eos Transactions. AGU 88, 504 (2007).",http://gdo-dcp.ucllnl.org/downscaled_cmip_projections/,1,unique,ngo_repo,UCLLNL,1,NA,,gov_repo,USGS,1,https://doi.org/10.5066/F7930RB1,
463,schlaepfer_2016_naturecommunications,"Schlaepfer, D.R., et al. (2017). Climate change reduces extent of temperate drylands and intensifies drought in deep soils. Nature Communications. ",Schlaepfer,2017,Nature Communications,WOS,10.1038/ncomms14196,secondary,global,global,terrestrial,6,methods (data),ISRIC-WISE global soil data set,spatial,link (working),"Batjes, N. H. ISRIC-WISE derived soil properties on a 5 by 5 arc-minutes global grid (ver. 1.2). Report 2012/01. Available at: http://www.isric.org (ISRIC-World Soil Information, 2012).",http://www.isric.org,1,unique,ngo_repo,ISRIC,2,NA,,gov_repo,USGS,1,https://doi.org/10.5066/F7930RB1,"link leads to main website, additional clicks needed"
